Album,Artist,Price,Image URL
Drop Exclusive LP,Thee Oh Sees,$39.99,//www.newburycomics.com/cdn/shop/products/Thee-Oh-Sees-Drop-Exclusive-Color-Vinyl-LP-2532057_large.jpg?v=1628539132
Crazy Rhythms Exclusive LP,The Feelies,$19.99,//www.newburycomics.com/cdn/shop/products/The-Feelies-Crazy-Rhythms-Exclusive-Color-Vinyl-LP-2563125_large.jpg?v=1651528629
Salad Days Exclusive LP (Marbled),Mac DeMarco,$79.99,//www.newburycomics.com/cdn/shop/products/Mac-DeMarco-Salad-Days-Exclusive-Color-Vinyl-LP-2382015_large.jpg?v=1551731094
Loaded Exclusive LP,The Velvet Underground,$79.99,//www.newburycomics.com/cdn/shop/products/The-Velvet-Underground-Loaded-LP-Exclusive-Color-Vinyl-2171006_large.jpg?v=1502288533
At The Cat's Cradle '92 Exclusive 2LP,Ween,$69.99,//www.newburycomics.com/cdn/shop/products/Ween-At-the-Cats-Cradle-92-Exclusive-Color-Vinyl-2LP-2551966_large.jpg?v=1635545989
United By Fate Exclusive LP,Rival Schools,$27.99,//www.newburycomics.com/cdn/shop/products/Rival-Schools-United-By-Fate-Exclusive-Color-Vinyl-LP-2595270_large.jpg?v=1659634267
Parabellum Exclusive LP (Autographed),Yngwie Malmsteen,$69.99,//www.newburycomics.com/cdn/shop/products/Yngwie-Malmsteen-Parabellum-Exclusive-Color-Vinyl-2LP-2520352_large.jpg?v=1620759904
None Shall Pass Exclusive 2LP,Aesop Rock,$64.99,//www.newburycomics.com/cdn/shop/products/Aesop-Rock-None-Shall-Pass-Exclusive-Color-Vinyl-LP-2519580_large.jpg?v=1635344176
New Junk Aesthetic Exclusive LP,Every Time I Die,$19.99,//www.newburycomics.com/cdn/shop/products/Every-Time-I-Die-New-Junk-Aesthetic-Exclusive-Color-Vinyl-LP-2581142_large.jpg?v=1668616069
Prequelle Exclusive LP,Ghost,$54.99,//www.newburycomics.com/cdn/shop/products/Ghost-Prequelle-Exclusive-Color-Vinyl-LP-2532560_large.jpg?v=1627328713
Strange Trails Exclusive 2LP (All Day),Lord Huron,$179.99,//www.newburycomics.com/cdn/shop/products/Lord-Huron-Strage-Trails-Exclusive-Color-Vinyl-2LP-2510847_large.jpg?v=1617054578
Greatest Songs Ever Written (By Us) Exclusive 2LP,NOFX,$21.99,//www.newburycomics.com/cdn/shop/products/NOFX-Greatest-Songs-Ever-Written-By-Us-Exclusive-Color-Vinyl-2LP-2536474_large.jpg?v=1663960676
Terminal Velocity Exclusive 2LP (With Autographed Postcard),John Petrucci,$49.99,//www.newburycomics.com/cdn/shop/products/John-Petrucci-Terminal-Velocity-Exclusive-Color-Vinyl-2-LP-2458729_large.jpg?v=1598458026
Ultramega OK Exclusive 2LP,Soundgarden,$89.99,//www.newburycomics.com/cdn/shop/products/Soundgarden-Ultramega-Ok-Exclusive-Color-Vinyl-LP-2408354_large.jpg?v=1567202660
Alice Exclusive 2LP,Tom Waits,$21.99,//www.newburycomics.com/cdn/shop/products/Tom-Waits-Alice-Exclusive-Color-Vinyl-LP-25633330_large.jpg?v=1659538456
Soundtrack - The Dirt Exclusive 2LP (Swirl),Motley Crue,$43.99,//www.newburycomics.com/cdn/shop/products/Motely-Crue-The-Dirt-Exclusive-Color-Vinyl-LP-2535100_large.jpg?v=1639000096
Lust For Life 2LP,Lana Del Rey,$54.99,//www.newburycomics.com/cdn/shop/products/Lana-Del-Rey-Lust-For-Life-Vinyl-2LP-2283154_large.jpg?v=1617661495
Conditions Of My Parole Exclusive 2LP (Red),Puscifer,$19.99,//www.newburycomics.com/cdn/shop/products/Puscifer-Conditions-Exclusive-Color-Vinyl-2LP-2608496_large.jpg?v=1666296465
"Young, Loud And Snotty Exclusive LP",Dead Boys,$25.99,//www.newburycomics.com/cdn/shop/products/Dead-Boys-Young-Loud-and-Snotty-Exclusive-Color-Vinyl-LP-2510557_large.jpg?v=1617136361
Third (Test Pressing Edition) Exclusive LP (Orange),Big Star,$29.99,//www.newburycomics.com/cdn/shop/products/Big-Star-Third-Test-Pressing-Edition-Exclusive-Color-Vinyl-LP-2535877_large.jpg?v=1645479748
Manifest Decimation Exclusive LP,Power Trip,$19.99,//www.newburycomics.com/cdn/shop/products/Power-Trip-Manifest-Deciamation-Exclusive-Color-Vinyl-LP-2535851_large.jpg?v=1634652474
The '59 Sound Exclusive LP (Color),The Gaslight Anthem,$35.99,//www.newburycomics.com/cdn/shop/products/The-Gaslight-Anthem-The-59-Sound-Exclusive-Color-Vinyl-LP-2604767_large.jpg?v=1666643499
Youth Exclusive LP (Triple Button),Citizen,$54.99,//www.newburycomics.com/cdn/shop/products/Citizen-Youth-Exclusive-Color-Vinyl-LP-2503993_large.jpg?v=1616014226
God's Favorite Customer Exclusive LP,Father John Misty,$29.99,//www.newburycomics.com/cdn/shop/products/Father-John-Misty-Gods-Favorite-Customer-Exclusive-Color-Vinyl-LP-2403259_large.jpg?v=1566248319
Two Hands Exclusive LP,Big Thief,$39.99,//www.newburycomics.com/cdn/shop/products/Big-Thief-Two-Hands-Exclusive-Color-Vinyl-LP-2500367_large.jpg?v=1609971600
Soundtrack - Ratchet & Clank: Rift Apart Exclusive 2LP,Mark Mothersbaugh & Wataru Hokoyama,$13.99,//www.newburycomics.com/cdn/shop/products/Mark-Mothersbaugh-Wataru-Hokoyama-Ratchet-and-Clank-Exclusive-Color-Vinyl-2LP-2576952_large.jpg?v=1649794107
Sports Exclusive LP (Green),Modern Baseball,$44.99,//www.newburycomics.com/cdn/shop/products/Modern-Baseball-Sports-Exclusive-Color-Vinyl-LP-2509725_large.jpg?v=1618860827
The Plugs I Met Exclusive EP,Benny The Butcher,$19.99,//www.newburycomics.com/cdn/shop/products/Benny-the-Butcher-The-Plugs-I-Met-Exclusive-Color-Vinyl-LP-2556207_large.jpg?v=1639431822
Mothership Exclusive LP,Dance Gavin Dance,$39.99,//www.newburycomics.com/cdn/shop/products/Dance-Gavin-Dance-Mothership-Exclusive-Color-Vinyl-LP-2620724_large.jpg?v=1677613316
Chutes Too Narrow Exclusive LP,The Shins,$44.99,//www.newburycomics.com/cdn/shop/products/The-Shins-Chutes-Too-Narrow-LP-Vinyl-2092353_large.jpeg?v=1440537992
Dark Matter LP - Boston Variant (Color),Pearl Jam,$74.99,//www.newburycomics.com/cdn/shop/files/Pearl-Jam-Dark-Matter-Boston-Variant-Color-Vinyl-2701875_large.jpg?v=1711129810
Holding A Wolf By The Ears Exclusive LP (Swirl),From Autumn To Ashes,$29.99,//www.newburycomics.com/cdn/shop/products/From-Autumn-to-Ashes-Holding-a-Wolf-by-the-Ears-Exclusive-Color-Vinyl-LP-2568073_large.jpg?v=1645727679
Repetition Exclusive LP,Unwound,$44.99,//www.newburycomics.com/cdn/shop/products/Unwound-Repetition-Exclusive-Color-Vinyl-LP-2532701_large.jpg?v=1628000483
A Very She & Him Christmas Exclusive LP,She & Him,$64.99,//www.newburycomics.com/cdn/shop/products/She-And-Him-A-Very-She-And-Him-Christmas-LP-Vinyl-2139406_large.jpeg?v=1446834628
Chloë and The Next 20th Century Exclusive 2LP,Father John Misty,$11.99,//www.newburycomics.com/cdn/shop/products/Father-John-Misty-Chloe-and-The-Next-20th-Century-Exclusive-Color-Vinyl-2LP-2558876_large.jpg?v=1641246633
You're Living All Over Me Exclusive LP,Dinosaur Jr.,$74.99,//www.newburycomics.com/cdn/shop/products/Dinosaur-Jr-Youre-Living-All-Over-Me-Exclusive-Color-Vinyl-LP-2444447_large.jpg?v=1584393358
The Illusion Of Safety 20th Anniversary Exclusive LP,Thrice,$29.99,//www.newburycomics.com/cdn/shop/products/Thrice-The-Illusion-of-Safety-Exclusive-Color-Vinyl-LP-2603796_large.jpg?v=1664474674
Sweetzerland Manifesto MKII Exclusive LP,Joe Perry,$14.99,//www.newburycomics.com/cdn/shop/files/Joe-Perry-Sweetzerland-Manifesto-MKII-Exclusive-Color-Vinyl-LP-2619067_large.jpg?v=1683663746
Artificial Selection Exclusive LP,Dance Gavin Dance,$43.99,//www.newburycomics.com/cdn/shop/products/Dance-Gavin-Dance-Artificial-Selection-Exclusive-Color-Vinyl-LP-2620727_large.jpg?v=1675369065
The Good Life Exclusive LP,Justin Townes Earle,$64.99,//www.newburycomics.com/cdn/shop/products/Justin-Townes-Earle-The-Good-Life-Exclusive-Color-Vinyl-2610581_large.jpg?v=1667845097
"$5 At The Door: Live At Tressel Tavern, 1994 Exclusive 2LP",Sublime,$31.99,//www.newburycomics.com/cdn/shop/products/Sublime-5-At-The-Door-Live-at-Tressel-Tavern-1994-Exclusive-Color-Vinyl-LP-2620660_large.jpg?v=1675369026
Smote Reverser Exclusive 2LP,Oh Sees,$25.99,//www.newburycomics.com/cdn/shop/products/Oh-Sees-Smote-Reverser-Exclusive-Color-Vinyl-2LP-2581333_large.jpg?v=1658785554
Soundtrack - Home Alone Christmas Exclusive LP,Various Artists,$49.99,//www.newburycomics.com/cdn/shop/products/Various-Artists-Home-Alone-Christmas-Exclusive-Color-Vinyl-LP-2548650_large.jpg?v=1633981241
Visions Of Bodies Being Burned Exclusive 2LP,clipping.,$59.99,//www.newburycomics.com/cdn/shop/products/Clipping-Visions-of-Bodies-Being-Burned-Exclusive-Color-Vinyl-2LP-2504173_large.jpg?v=1613430556
Lonesome Dreams Exclusive LP (Prairie),Lord Huron,$99.99,//www.newburycomics.com/cdn/shop/products/Lord-Huron-Lonesome-Dreams-Exclusive-Color-Vinyl-LP-2535875_large.jpg?v=1651771802
Bad Brains Exclusive LP (Split),Bad Brains,$25.99,//www.newburycomics.com/cdn/shop/products/Bad-Brains-Bad-Brains-Exclusive-Color-Vinyl-LP-2509047_large.jpg?v=1615840486
Personal Journals Exclusive 2LP With Autographed Postcard,Sage Francis,$39.99,//www.newburycomics.com/cdn/shop/products/Sage-Francis-Personal-Journals-Exclusive-Color-Vinyl-2LP-2578652_large.jpg?v=1669832225
Grinderman LP (Color),Grinderman,$59.99,//www.newburycomics.com/cdn/shop/products/Grinderman-Grinderman-Vinyl-Color-LP-2356688_large.jpg?v=1538683996
Magic Peaks Exclusive LP,Windows 96,$19.99,//www.newburycomics.com/cdn/shop/products/Windows-96-Magic-Peaks-Exclusive-Color-Vinyl-LP-2523102_large.jpg?v=1637004878
Deadringer Exclusive 2LP,RJD2,$59.99,//www.newburycomics.com/cdn/shop/products/RJD2-Dead-Ringer-Exclusive-Color-Vinyl-2LP-2525205_large.jpg?v=1622667074
Slanted And Enchanted Exclusive LP,Pavement,$74.99,//www.newburycomics.com/cdn/shop/products/Pavement-Slanted-and-Enchanted-Exclusive-Color-Vinyl-LP-2228667_large.jpg?v=1494011208
Otherness Exclusive 2LP,Alexisonfire,$44.99,//www.newburycomics.com/cdn/shop/products/Alexisonfire-Otherness-Exclusive-Color-Vinyl-2LP-2571762_large.jpg?v=1646949545
Full Circle Exclusive LP,Pennywise,$21.99,//www.newburycomics.com/cdn/shop/products/Pennywise-Full-Circle-Exclusive-Color-Vinyl-LP-2563336_large.jpg?v=1648853155
A Weird Exits Exclusive 2LP,Thee Oh Sees,$33.99,//www.newburycomics.com/cdn/shop/products/Thee-Oh-Sees-A-Weird-Exits-Exclusive-Color-Vinyl-2LP-2532061_large.jpg?v=1628539081
The Poacher Diaries Exclusive EP,Converge,$16.99,//www.newburycomics.com/cdn/shop/products/Converge-Poacher-Diaries-Exclusive-Color-Vinyl-LP-2566731_large.jpg?v=1644864106
My Shame Is True Exclusive LP,Alkaline Trio,$23.99,//www.newburycomics.com/cdn/shop/products/Alkaline-Trio-My-Shame-is-True-Exclusive-Color-Vinyl-LP-2563326_large.jpg?v=1655748129
Lost Themes II Exclusive LP (Raspberry),John Carpenter,$34.99,//www.newburycomics.com/cdn/shop/products/John-Carpenter-Lost-Themes-II-LP-Exclusive-Vinyl-2164510_large.jpg?v=1459177498
The Dream Is Over Exclusive LP (Aqua),PUP,$39.99,//www.newburycomics.com/cdn/shop/products/Pup-The-Dream-Is-Over-Exclusive-Color-Vinyl-LP-2503936_large.jpg?v=1617740595
Theatre Of Pain Exclusive LP,Motley Crue,$24.99,//www.newburycomics.com/cdn/shop/products/Motley-Crue-Theatre-of-Pain-Exclusive-Color-Vinyl-LP-2535105_large.jpg?v=1655920725
The Fire Exclusive LP,Senses Fail,$9.99,//www.newburycomics.com/cdn/shop/products/Senses-Fail-The-Fire-Exclusive-Color-Vinyl-LP-2598772_large.jpg?v=1662496422
Under Soil And Dirt Exclusive LP (Splatter),The Story So Far,$34.99,//www.newburycomics.com/cdn/shop/products/The-Story-So-Far-Under-Soil-and-Dirt-Exclusive-Color-Vinyl-LP-2532244_large.jpg?v=1640636720
Hello Exile Exclusive LP,The Menzingers,$37.99,//www.newburycomics.com/cdn/shop/products/Menzingers-Hello-Exile-Exclusive-Color-Vinyl-LP-2514281_large.jpg?v=1626902896
Fear Of The Dawn LP (Color),Jack White,$24.99,//www.newburycomics.com/cdn/shop/products/Jack-White-Fear-of-Dawn-Vinyl-2553328_large.jpg?v=1636573871
Chronicle Exclusive 2LP,Creedence Clearwater Revival,$29.99,//www.newburycomics.com/cdn/shop/products/Creedence-Clearwater-Revival-Chronicle-Exclusive-Color-Vinyl-2LP-2602290_large.jpg?v=1667845224
Damnesia Exclusive 2LP,Alkaline Trio,$19.99,//www.newburycomics.com/cdn/shop/products/Alkaline-Trio-Damnesia-Exclusive-Color-Vinyl-2LP-2536480_large.jpg?v=1666123096
Deep Shadows And Brilliant Highlights Exclusive LP,HIM,$69.99,//www.newburycomics.com/cdn/shop/files/HIM-Deep-Shadows-and-Brilliant-Highlights-Exclusive-Color-Vinyl-LP-2659630_large.jpg?v=1692377852
About Time Exclusive LP,Pennywise,$19.99,//www.newburycomics.com/cdn/shop/products/Pennywise-About-Time-Exclusive-Color-Vinyl-LP-2536471_large.jpg?v=1653684634
Mothermania: The Best Of The Mothers Exclusive LP,Frank Zappa & The Mothers Of Invention,$27.99,//www.newburycomics.com/cdn/shop/products/Frank-Zappa-and-The-Mothers-of-Invention-Mothermaina-Exclusive-Color-Vinyl-LP-2398601_large.jpg?v=1561665340
Causers Of This Exclusive LP,Toro Y Moi,$19.99,//www.newburycomics.com/cdn/shop/products/Toro-Y-Moi-Causers-of-This-Exclusive-Color-Vinyl-LP-2578650_large.jpg?v=1660712049
How Could Hell Be Any Worse? Exclusive LP,Bad Religion,$21.99,//www.newburycomics.com/cdn/shop/products/Bad-Religion-How-Could-Hell-Be-Any-Worse-Exclusive-Color-Vinyl-LP-2535119_large.jpg?v=1663349972
Path Of Wellness Exclusive LP,Sleater-Kinney,$13.99,//www.newburycomics.com/cdn/shop/products/Sleater-KinneyPath-of-Wellness-Exclusive-Color-Vinyl-LP-2520351_large.jpg?v=1620670233
The Empire Strikes First Exclusive LP,Bad Religion,$25.99,//www.newburycomics.com/cdn/shop/products/Bad-Religion-The-Empire-Strikes-First-Exclusive-Color-Vinyl-LP-2535124_large.jpg?v=1666990567
Boo Boo Exclusive 2LP,Toro Y Moi,$27.99,//www.newburycomics.com/cdn/shop/products/Toro-Y-Moi-Boo-Boo-Exclusive-Color-Vinyl-LP-2578647_large.jpg?v=1660712079
Lost Themes II Exclusive LP (Clear),John Carpenter,$29.99,//www.newburycomics.com/cdn/shop/products/John-Carpenter-Lost-Themes-II-Exclusive-Color-Vinyl-LP-2467727_large.jpg?v=1603737051
Morbid Stuff Exclusive LP,PUP,$54.99,//www.newburycomics.com/cdn/shop/products/Pup-Morbid-Stuff-Exclusive-Color-Vinyl-LP-2564182_large.jpg?v=1645054847
Flight Of The Conchords Exclusive LP,Flight Of The Conchords,$124.99,//www.newburycomics.com/cdn/shop/products/Flight-of-the-Conchords-Flight-of-the-Conchords-Exclusive-Color-Vinyl-LP-2191525_large.jpg?v=1470166649
Los Angeles Exclusive LP,X,$79.99,//www.newburycomics.com/cdn/shop/products/X-Los-Angeles-Exclusive-Color-Vinyl-LP-2115415_large.jpg?v=1475269532
The Fiction We Live Exclusive LP (Cornetto),From Autumn To Ashes,$31.99,//www.newburycomics.com/cdn/shop/products/From-Autumn-to-Ashes-Fiction-That-We-Live-Exclusive-Color-Vinyl-LP-2553708_large.jpg?v=1637250014
The Used Exclusive 2LP (Pieces),The Used,$99.99,//www.newburycomics.com/cdn/shop/products/The-Used-The-Used-Exclusive-Color-Vinyl-2-LP-2479376_large.jpg?v=1607549714
Your Funeral... My Trial Exclusive 2-LP,Nick Cave & The Bad Seeds,$69.99,//www.newburycomics.com/cdn/shop/products/Nick-Cave-And-the-Bad-Seeds-Your-Funeral-My-Trial-2LP-Vinyl-2116884_large.jpeg?v=1441748143
Nothing Feels Good Exclusive LP,The Promise Ring,$21.99,//www.newburycomics.com/cdn/shop/products/The-Promise-Ring-Nothing-Feels-Good-Exclusive-Color-Vinyl-LP-2596857_large.jpg?v=1660927872
Crazy For You Exclusive LP,Best Coast,$49.99,//www.newburycomics.com/cdn/shop/products/Best-Coast-Crazy-For-You-LP-Vinyl-2096881_large.jpeg?v=1446834577
In The Valley Of Dying Stars Exclusive LP,Superdrag,$44.99,//www.newburycomics.com/cdn/shop/products/Superdrag-In-the-Valley-of-Dying-Stars-Exclusive-Color-Vinyl-LP-2467341_large.jpg?v=1603322003
Deathconsciousness Exclusive 2LP (Split),Have A Nice Life,$69.99,//www.newburycomics.com/cdn/shop/products/Have-A-Nice-Life-Deathconsciousness-Exclusive-Color-Vinyl-2LP-2530841_large.jpg?v=1628613728
"Love, Pt. 2 Exclusive LP",Angels & Airwaves,$69.99,//www.newburycomics.com/cdn/shop/products/Angels-and-Airwaves-Love-Part-2-Exclusive-Color-Vinyl-2LP-2610445_large.jpg?v=1666902131
Galactic Melt 10th Anniversary Exclusive 2LP,Com Truise,$29.99,//www.newburycomics.com/cdn/shop/products/Com-Truise-Galactic-Melt-Exclusive-Color-Vinyl-2LP-2556175_large.jpg?v=1638304335
Unfun Exclusive LP,Jawbreaker,$49.99,//www.newburycomics.com/cdn/shop/products/Jawbreaker-Unfun-Exclusive-Color-Vinyl-LP-2571242_large.jpg?v=1648852972
Shout At The Devil Exclusive LP (Split),Motley Crue,$24.99,//www.newburycomics.com/cdn/shop/products/Motley-Crue-Shout-at-the-Devil-Exclusive-Color-Vinyl-LP-2535094_large.jpg?v=1664474650
Antisocialites Exclusive LP (Splatter),Alvvays,$59.99,//www.newburycomics.com/cdn/shop/products/Alvvays-Antisocialites-Exclusive-Color-Vinyl-LP-2513995_large.jpg?v=1627501205
Every Open Eye Exclusive LP,Chvrches,$149.99,//www.newburycomics.com/cdn/shop/products/Chvrches-Every-Open-Eye-Exclusive-Color-Vinyl-LP-2206074_large.jpg?v=1470431475
…Like Clockwork Exclusive 2 LP,Queens Of The Stone Age,$69.99,//www.newburycomics.com/cdn/shop/products/Queens-of-the-Stone-Age-Like-Clockwork-2LP-Vinyl-Exclusive-2330209_large.jpg?v=1527530947
Evergreen Exclusive LP With Autographed Poster,Pvris,$34.99,//www.newburycomics.com/cdn/shop/files/Pvris-Evergreen-Exclusive-Color-Vinyl-LP-2635447_74a30e9b-4a6b-4ea5-8c4b-909bf65529b0_large.jpg?v=1685570559
Rancid Exclusive LP,Rancid,$24.99,//www.newburycomics.com/cdn/shop/products/Rancid-Rancid-Exclusive-Color-Vinyl-LP-2535120_large.jpg?v=1662496406
Soundtrack - FLCL Season 1 Vol. 2 Exclusive 2LP,The Pillows,$19.99,//www.newburycomics.com/cdn/shop/products/The-Pillows-FLCL-Season-1-Volume-2-Exclusive-Color-Vinyl-2LP-2583180_large.jpg?v=1654203584
Remains Exclusive 2LP,Alkaline Trio,$65.99,//www.newburycomics.com/cdn/shop/products/Alkaline-Trio-Remains-Exclusive-Color-Vinyl-2LP-2615085_large.jpg?v=1671136145
Hectic Exclusive EP,Operation Ivy,$25.99,//www.newburycomics.com/cdn/shop/products/Operation-Ivy-Hectic-Exclusive-Color-Vinyl-LP-2535128_large.jpg?v=1654290812
Soundtrack - The Rocky Horror Picture Show Exclusive LP,Various Artists,$99.99,//www.newburycomics.com/cdn/shop/products/Soundtrack-Rocky-Horror-Picture-Show-Exclusive-Color-Vinyl-LP-2392440_large.jpg?v=1558974686
The Peace And The Panic Exclusive LP,Neck Deep,$54.99,//www.newburycomics.com/cdn/shop/products/Neck-Deep-The-Peace-and-the-Panic-Exclusive-Color-Vinyl-LP-2528437_large.jpg?v=1635287399
Horizons Exclusive LP,Parkway Drive,$39.99,//www.newburycomics.com/cdn/shop/products/Parkway-Drive-Horizons-Exclusive-Color-Vinyl-LP-2581141_large.jpg?v=1670882169
Rock For Light Exclusive LP (Splatter),Bad Brains,$24.99,//www.newburycomics.com/cdn/shop/products/Bad-Brains-Rock-for-Light-Exclusive-Color-Vinyl-LP-2509051_large.jpg?v=1615840519
Singles Collection 1 & 2 Exclusive 2LP,Thee Oh Sees,$15.99,//www.newburycomics.com/cdn/shop/products/Thee-Oh-Sees-Singles-Collection-1-and-2-Exclusive-Color-Vinyl-2LP-2581332_large.jpg?v=1658785525
Downtown Mountain Battle II Exclusive LP,Dance Gavin Dance,$37.99,//www.newburycomics.com/cdn/shop/products/Dance-Gavin-Dance-Downtown-Mountain-Battle-II-Exclusive-Color-Vinyl-LP-2620881_large.jpg?v=1675369073
Mass Nerder Exclusive LP,All,$11.99,//www.newburycomics.com/cdn/shop/products/All-Mass-Nerder-Exclusive-Color-Vinyl-LP-2625173_large.jpg?v=1677192421
War Elephant Exclusive 2LP,Deer Tick,$49.99,//www.newburycomics.com/cdn/shop/products/Deer-Tick-War-Elephant-Exclusive-Color-Vinyl-2LP-2528406_large.jpg?v=1628613749
Midnight At The Movies Exclusive LP,Justin Townes Earle,$34.99,//www.newburycomics.com/cdn/shop/files/Justin-Townes-Earle-Midnight-at-the-Movies-Exclusive-Vinyl-LP-2650679_large.jpg?v=1689877547
Relaxin' With The Miles Davis Quintet Exclusive LP (Yellow),Miles Davis,$64.99,//www.newburycomics.com/cdn/shop/products/Miles-Davis-Relaxin-with-the-Miles-Davis-Quintet-Exclusive-Color-Vinyl-LP-2417109_large.jpg?v=1597087003
Old Crows/Young Cardinals Exclusive 2LP,Alexisonfire,$104.99,//www.newburycomics.com/cdn/shop/products/Alexisonfire-Old-Crows-Young-Cardinals-Exclusive-Color-Vinyl-LP-2044758_large.jpg?v=1635956306
Raising Sand Exclusive 2-LP,Robert Plant / Alison Krauss,$69.99,//www.newburycomics.com/cdn/shop/products/Robert-Plant-Alison-Krauss-Raising-Sand-2LP-Vinyl-2129639_large.jpeg?v=1441748153
Peripheral Vision Exclusive LP (Mix),Turnover,$49.99,//www.newburycomics.com/cdn/shop/products/Turnover-Peripheral-Vision-Exclusive-Color-Vinyl-LP-2578770_large.jpg?v=1656612653
Blood Bank Exclusive EP,Bon Iver,$49.99,//www.newburycomics.com/cdn/shop/products/Bon-Iver-Blood-Bank-EP-Vinyl-2090798_large.jpeg?v=1440537871
Greatest Lovesongs Vol. 666 Exclusive LP,HIM,$64.99,//www.newburycomics.com/cdn/shop/files/HIM-Greatest-Lovesongs-Vol-666-Exclusive-Color-Vinyl-LP-2659636_large.jpg?v=1692377892
improv4humans4music Vol 1 Exclusive LP,Various Artists,$7.99,//www.newburycomics.com/cdn/shop/products/Various-Artists-Improv4humanz-Exclusive-Color-Vinyl-LP-2516990_large.jpg?v=1619641339
Split Exclusive EP (Ruby),Alkaline Trio / Hot Water Music,$24.99,//www.newburycomics.com/cdn/shop/products/Alkaline-Trio-Hot-Water-Music-Exclusive-Color-Vinyl-LP-2563339_large.jpg?v=1654290850
Alexisonfire Exclusive 2LP,Alexisonfire,$79.99,//www.newburycomics.com/cdn/shop/products/Alexisonfire-Alexisonfire-Exclusive-Color-Vinyl-2LP-2549215_large.jpg?v=1635956282
